stage_gb,check_id,sub_category,description,stratum1,stratum_2,stratum_3,stratum_4,stratum_5,stratum_6,err_gb
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,24,measurement,10,value_as_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,24,measurement,11,unit_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,24,measurement,18,measurement_source_concept_id,NULL,NULL,ERROR
CDM,C55,conformance-value,concept from wrong vocabulary: type_concept_id,26,note,5,note_type_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,26,note,6,note_class_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,26,note,9,encoding_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,26,note,10,language_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,27,note_nlp,3,section_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,27,note_nlp,7,note_nlp_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,27,note_nlp,8,note_nlp_source_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,28,observation,3,observation_concept_id,NULL,NULL,ERROR
CDM,C55,conformance-value,concept from wrong vocabulary: type_concept_id,28,observation,6,observation_type_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,28,observation,9,value_as_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,28,observation,10,qualifier_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,28,observation,11,unit_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,28,observation,16,observation_source_concept_id,NULL,NULL,ERROR
CDM,C55,conformance-value,concept from wrong vocabulary: type_concept_id,29,observation_period,5,period_type_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,30,payer_plan_period,5,payer_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,30,payer_plan_period,7,payer_source_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,30,payer_plan_period,8,plan_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,30,payer_plan_period,10,plan_source_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,30,payer_plan_period,11,sponsor_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,30,payer_plan_period,13,sponsor_source_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,30,payer_plan_period,15,stop_reason_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,30,payer_plan_period,17,stop_reason_source_concept_id,NULL,NULL,ERROR
CDM,C56,conformance-value,concept from wrong vocabulary: gender;,31,person,2,gender_concept_id,NULL,NULL,ERROR
CDM,C57,conformance-value,concept from wrong vocabulary: race;,31,person,7,race_concept_id,NULL,NULL,ERROR
CDM,C58,conformance-value,concept from wrong vocabulary: ethnicity concept id,31,person,8,ethnicity_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,31,person,14,gender_source_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,31,person,16,race_source_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,31,person,18,ethnicity_source_concept_id,NULL,NULL,ERROR
CDM,C61,conformance-value,"concept from wrong vocabulary: Procedure is not CPT, ICD9Proc or HCPCS",32,procedure_occurrence,3,procedure_concept_id,NULL,NULL,ERROR
CDM,C55,conformance-value,concept from wrong vocabulary: type_concept_id,32,procedure_occurrence,6,procedure_type_concept_id,NULL,NULL,ERROR
CDM,C61,conformance-value,"concept from wrong vocabulary: Procedure is not CPT, ICD9Proc or HCPCS",32,procedure_occurrence,7,modifier_concept_id,NULL,NULL,ERROR
CDM,C61,conformance-value,"concept from wrong vocabulary: Procedure is not CPT, ICD9Proc or HCPCS",32,procedure_occurrence,13,procedure_source_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,33,provider,5,specialty_concept_id,NULL,NULL,ERROR
CDM,C56,conformance-value,concept from wrong vocabulary: gender;,33,provider,8,gender_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,33,provider,11,specialty_source_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,33,provider,13,gender_source_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,36,specimen,3,specimen_concept_id,NULL,NULL,ERROR
CDM,C55,conformance-value,concept from wrong vocabulary: type_concept_id,36,specimen,4,specimen_type_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,36,specimen,8,unit_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,36,specimen,9,anatomic_site_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,36,specimen,10,disease_status_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,37,visit_detail,3,visit_detail_concept_id,NULL,NULL,ERROR
CDM,C55,conformance-value,concept from wrong vocabulary: type_concept_id,37,visit_detail,8,visit_detail_type_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,37,visit_detail,11,admitting_source_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,37,visit_detail,12,discharge_to_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,37,visit_detail,15,visit_detail_source_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,38,visit_occurrence,3,visit_concept_id,NULL,NULL,ERROR
CDM,C55,conformance-value,concept from wrong vocabulary: type_concept_id,38,visit_occurrence,8,visit_type_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,38,visit_occurrence,12,visit_source_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,38,visit_occurrence,13,admitting_source_concept_id,NULL,NULL,ERROR
CDM,C54,conformance-value,concept from wrong vocabulary: concept_id,38,visit_occurrence,15,discharge_to_concept_id,NULL,NULL,ERROR
CDM,C65,Completeness,check the missing result value of measurement,24,measurement,NULL,NULL,NULL,NULL,ERROR
CDM,C265,Completeness,check the missing value of observation result,28,observation,NULL,NULL,NULL,NULL,ERROR
CDM,C266,Completeness,check the missing value of measurement unit result,24,measurement,unit_concept_id,NULL,NULL,NULL,ERROR
CDM,C183,Accuracy,check the diffrent date (start_date <> start_datetime),12,condition_era,4,condition_era_start_date,NULL,NULL,ERROR
CDM,C183,Accuracy,check the diffrent date (start_date <> start_datetime),13,condition_occurrence,4,condition_start_date,NULL,NULL,ERROR
CDM,C183,Accuracy,check the diffrent date (start_date <> start_datetime),13,condition_occurrence,5,condition_start_datetime,NULL,NULL,ERROR
CDM,C183,Accuracy,check the diffrent date (start_date <> start_datetime),16,device_exposure,4,device_exposure_start_date,NULL,NULL,ERROR
CDM,C183,Accuracy,check the diffrent date (start_date <> start_datetime),16,device_exposure,5,device_exposure_start_datetime,NULL,NULL,ERROR
CDM,C183,Accuracy,check the diffrent date (start_date <> start_datetime),18,dose_era,6,dose_era_start_date,NULL,NULL,ERROR
CDM,C183,Accuracy,check the diffrent date (start_date <> start_datetime),19,drug_era,4,drug_era_start_date,NULL,NULL,ERROR
CDM,C183,Accuracy,check the diffrent date (start_date <> start_datetime),20,drug_exposure,4,drug_exposure_start_date,NULL,NULL,ERROR
CDM,C183,Accuracy,check the diffrent date (start_date <> start_datetime),20,drug_exposure,5,drug_exposure_start_datetime,NULL,NULL,ERROR
CDM,C183,Accuracy,check the diffrent date (start_date <> start_datetime),21,drug_strength,10,valid_start_date,NULL,NULL,ERROR
CDM,C183,Accuracy,check the diffrent date (start_date <> start_datetime),29,observation_period,3,observation_period_start_date,NULL,NULL,ERROR
CDM,C183,Accuracy,check the diffrent date (start_date <> start_datetime),30,payer_plan_period,3,payer_plan_period_start_date,NULL,NULL,ERROR
CDM,C183,Accuracy,check the diffrent date (start_date <> start_datetime),37,visit_detail,4,visit_detail_start_date,NULL,NULL,ERROR
CDM,C183,Accuracy,check the diffrent date (start_date <> start_datetime),37,visit_detail,5,visit_detail_start_datetime,NULL,NULL,ERROR
CDM,C183,Accuracy,check the diffrent date (start_date <> start_datetime),38,visit_occurrence,4,visit_start_date,NULL,NULL,ERROR
CDM,C183,Accuracy,check the diffrent date (start_date <> start_datetime),38,visit_occurrence,5,visit_start_datetime,NULL,NULL,ERROR
CDM,C184,Accuracy,check the diffrent date (end_date <> end_datetime),12,condition_era,5,condition_era_end_date,NULL,NULL,ERROR
CDM,C184,Accuracy,check the diffrent date (end_date <> end_datetime),13,condition_occurrence,6,condition_end_date,NULL,NULL,ERROR
CDM,C184,Accuracy,check the diffrent date (end_date <> end_datetime),13,condition_occurrence,7,condition_end_datetime,NULL,NULL,ERROR
CDM,C184,Accuracy,check the diffrent date (end_date <> end_datetime),16,device_exposure,6,device_exposure_end_date,NULL,NULL,ERROR
CDM,C184,Accuracy,check the diffrent date (end_date <> end_datetime),16,device_exposure,7,device_exposure_end_datetime,NULL,NULL,ERROR
CDM,C184,Accuracy,check the diffrent date (end_date <> end_datetime),18,dose_era,7,dose_era_end_date,NULL,NULL,ERROR
CDM,C184,Accuracy,check the diffrent date (end_date <> end_datetime),19,drug_era,5,drug_era_end_date,NULL,NULL,ERROR
CDM,C184,Accuracy,check the diffrent date (end_date <> end_datetime),20,drug_exposure,6,drug_exposure_end_date,NULL,NULL,ERROR
CDM,C184,Accuracy,check the diffrent date (end_date <> end_datetime),20,drug_exposure,7,drug_exposure_end_datetime,NULL,NULL,ERROR
CDM,C184,Accuracy,check the diffrent date (end_date <> end_datetime),20,drug_exposure,8,verbatim_end_date,NULL,NULL,ERROR
CDM,C184,Accuracy,check the diffrent date (end_date <> end_datetime),21,drug_strength,11,valid_end_date,NULL,NULL,ERROR
CDM,C184,Accuracy,check the diffrent date (end_date <> end_datetime),29,observation_period,4,observation_period_end_date,NULL,NULL,ERROR
CDM,C184,Accuracy,check the diffrent date (end_date <> end_datetime),30,payer_plan_period,4,payer_plan_period_end_date,NULL,NULL,ERROR
CDM,C184,Accuracy,check the diffrent date (end_date <> end_datetime),37,visit_detail,6,visit_detail_end_date,NULL,NULL,ERROR
CDM,C184,Accuracy,check the diffrent date (end_date <> end_datetime),37,visit_detail,7,visit_detail_end_datetime,NULL,NULL,ERROR
CDM,C184,Accuracy,check the diffrent date (end_date <> end_datetime),38,visit_occurrence,6,visit_end_date,NULL,NULL,ERROR
CDM,C184,Accuracy,check the diffrent date (end_date <> end_datetime),38,visit_occurrence,7,visit_end_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),12,condition_era,4,condition_era_start_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),12,condition_era,5,condition_era_end_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),13,condition_occurrence,4,condition_start_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),13,condition_occurrence,5,condition_start_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),13,condition_occurrence,6,condition_end_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),13,condition_occurrence,7,condition_end_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),15,death,2,death_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),15,death,3,death_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),16,device_exposure,4,device_exposure_start_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),16,device_exposure,5,device_exposure_start_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),16,device_exposure,6,device_exposure_end_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),16,device_exposure,7,device_exposure_end_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),18,dose_era,6,dose_era_start_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),18,dose_era,7,dose_era_end_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),19,drug_era,4,drug_era_start_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),19,drug_era,5,drug_era_end_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),20,drug_exposure,4,drug_exposure_start_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),20,drug_exposure,5,drug_exposure_start_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),20,drug_exposure,6,drug_exposure_end_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),20,drug_exposure,7,drug_exposure_end_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),20,drug_exposure,8,verbatim_end_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),21,drug_strength,10,valid_start_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),21,drug_strength,11,valid_end_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),24,measurement,4,measurement_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),24,measurement,5,measurement_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),26,note,3,note_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),26,note,4,note_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),27,note_nlp,10,nlp_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),27,note_nlp,11,nlp_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),28,observation,4,observation_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),28,observation,5,observation_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),29,observation_period,3,observation_period_start_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),29,observation_period,4,observation_period_end_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),30,payer_plan_period,3,payer_plan_period_start_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),30,payer_plan_period,4,payer_plan_period_end_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),31,person,6,birth_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),32,procedure_occurrence,4,procedure_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),32,procedure_occurrence,5,procedure_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),36,specimen,5,specimen_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),36,specimen,6,specimen_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),37,visit_detail,4,visit_detail_start_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),37,visit_detail,5,visit_detail_start_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),37,visit_detail,6,visit_detail_end_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),37,visit_detail,7,visit_detail_end_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),38,visit_occurrence,4,visit_start_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),38,visit_occurrence,5,visit_start_datetime,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),38,visit_occurrence,6,visit_end_date,NULL,NULL,ERROR
CDM,C185,Accuracy,check the diffrent date (date <> datetime),38,visit_occurrence,7,visit_end_datetime,NULL,NULL,ERROR
CDM,C186,Completeness,Condition_end_date should be not null,13,condition_occurrence,6,condition_end_date,NULL,NULL,WARNING
CDM,C187,Completeness,inpatinets should be have datetime value,13,condition_occurrence,5,condition_start_datetime,NULL,NULL,WARNING
CDM,C187,Completeness,inpatinets should be have datetime value,13,condition_occurrence,7,condition_end_datetime,NULL,NULL,WARNING
CDM,C189,Completeness,Provider_id should be not null or missing,13,condition_occurrence,10,provider_id,NULL,NULL,ERROR
CDM,C189,Completeness,Provider_id should be not null or missing,16,device_exposure,11,provider_id,NULL,NULL,ERROR
CDM,C189,Completeness,Provider_id should be not null or missing,20,drug_exposure,17,provider_id,NULL,NULL,ERROR
CDM,C189,Completeness,Provider_id should be not null or missing,24,measurement,14,provider_id,NULL,NULL,ERROR
CDM,C189,Completeness,Provider_id should be not null or missing,26,note,11,provider_id,NULL,NULL,ERROR
CDM,C189,Completeness,Provider_id should be not null or missing,28,observation,12,provider_id,NULL,NULL,ERROR
CDM,C189,Completeness,Provider_id should be not null or missing,31,person,10,provider_id,NULL,NULL,ERROR
CDM,C189,Completeness,Provider_id should be not null or missing,32,procedure_occurrence,9,provider_id,NULL,NULL,ERROR
CDM,C189,Completeness,Provider_id should be not null or missing,37,visit_detail,9,provider_id,NULL,NULL,ERROR
CDM,C189,Completeness,Provider_id should be not null or missing,38,visit_occurrence,9,provider_id,NULL,NULL,ERROR
CDM,C204,Completeness,Inpatinets should be have datetime of Drug_exposure,20,drug_exposure,5,drug_exposure_start_datetime,NULL,NULL,WARNING
CDM,C204,Completeness,Inpatinets should be have datetime of Drug_exposure,20,drug_exposure,7,drug_exposure_end_datetime,NULL,NULL,WARNING
CDM,C245,Completeness,check the missing value of related drug element,20,drug_exposure,5,drug_exposure_start_datetime,NULL,NULL,WARNING
CDM,C245,Completeness,check the missing value of related drug element,20,drug_exposure,7,drug_exposure_end_datetime,NULL,NULL,WARNING
CDM,C245,Completeness,check the missing value of related drug element,20,drug_exposure,8,verbatim_end_date,NULL,NULL,WARNING
CDM,C246,Completeness,check the missing value of related drug element,20,drug_exposure,10,stop_reason,NULL,NULL,WARNING
CDM,C246,Completeness,check the missing value of related drug element,20,drug_exposure,11,refills,NULL,NULL,WARNING
CDM,C246,Completeness,check the missing value of related drug element,20,drug_exposure,12,quantity,NULL,NULL,WARNING
CDM,C246,Completeness,check the missing value of related drug element,20,drug_exposure,13,days_supply,NULL,NULL,WARNING
CDM,C246,Completeness,check the missing value of related drug element,20,drug_exposure,14,sig,NULL,NULL,WARNING
CDM,C246,Completeness,check the missing value of related drug element,20,drug_exposure,15,route_concept_id,NULL,NULL,WARNING
CDM,C246,Completeness,check the missing value of related drug element,20,drug_exposure,16,lot_number,NULL,NULL,WARNING
CDM,C247,Completeness,check the missing value of provider and visit at drug_exposure,20,drug_exposure,17,provider_id,NULL,NULL,WARNING
CDM,C248,Completeness,check the missing value of device_exposure date and datetime,16,device_exposure,5,device_exposure_start_datetime,NULL,NULL,WARNING
CDM,C248,Completeness,check the missing value of device_exposure date and datetime,16,device_exposure,6,device_exposure_end_date,NULL,NULL,WARNING
CDM,C248,Completeness,check the missing value of device_exposure date and datetime,16,device_exposure,7,device_exposure_end_datetime,NULL,NULL,WARNING
CDM,C249,Completeness,check the missing value of related device_exposure element,16,device_exposure,10,quantity,NULL,NULL,WARNING
CDM,C250,Completeness,check the missing value of provider and visit at device_exposure,16,device_exposure,11,provider_id,NULL,NULL,WARNING
CDM,C250,Completeness,check the missing value of provider and visit at device_exposure,16,device_exposure,12,visit_occurrence_id,NULL,NULL,WARNING
CDM,C250,Completeness,check the missing value of provider and visit at device_exposure,16,device_exposure,13,visit_detail_id,NULL,NULL,WARNING
CDM,C251,Completeness,check the missing value of measurement date and datetime,24,measurement,5,measurement_datetime,NULL,NULL,WARNING
CDM,C251,Completeness,check the missing value of measurement date and datetime,24,measurement,6,measurement_time,NULL,NULL,WARNING
CDM,C252,Completeness,check the missing value of provider and visit at measurement,24,measurement,14,provider_id,NULL,NULL,WARNING
CDM,C252,Completeness,check the missing value of provider and visit at measurement,24,measurement,15,visit_occurrence_id,NULL,NULL,WARNING
CDM,C252,Completeness,check the missing value of provider and visit at measurement,24,measurement,16,visit_detail_id,NULL,NULL,WARNING
CDM,C253,Completeness,check the missing value of note_datetime,26,note,4,note_datetime,NULL,NULL,WARNING
CDM,C254,Completeness,check the missing value of note_title and note_text,26,note,7,note_title,NULL,NULL,WARNING
CDM,C254,Completeness,check the missing value of note_title and note_text,26,note,8,note_text,NULL,NULL,WARNING
CDM,C255,Completeness,check the missing value of provider and visit,26,note,11,provider_id,NULL,NULL,WARNING
CDM,C255,Completeness,check the missing value of provider and visit,26,note,12,visit_occurrence_id,NULL,NULL,WARNING
CDM,C255,Completeness,check the missing value of provider and visit,26,note,13,visit_detail_id,NULL,NULL,WARNING
CDM,C256,Completeness,check the missing value of observation_datetime,28,observation,5,observation_datetime,NULL,NULL,WARNING
CDM,C257,Completeness,check the missing value of observation_datetime,28,observation,12,provider_id,NULL,NULL,WARNING
CDM,C257,Completeness,check the missing value of observation_datetime,28,observation,13,visit_occurrence_id,NULL,NULL,WARNING
CDM,C258,Completeness,check the missing value of procedure_datetime,32,procedure_occurrence,5,procedure_datetime,NULL,NULL,WARNING
CDM,C259,Completeness,check the missing value of procedure element,32,procedure_occurrence,7,modifier_concept_id,NULL,NULL,WARNING
CDM,C259,Completeness,check the missing value of procedure element,32,procedure_occurrence,8,quantity,NULL,NULL,WARNING
CDM,C260,Completeness,check the missing value of provider and visit,32,procedure_occurrence,9,provider_id,NULL,NULL,WARNING
CDM,C260,Completeness,check the missing value of provider and visit,32,procedure_occurrence,10,visit_occurrence_id,NULL,NULL,WARNING
CDM,C260,Completeness,check the missing value of provider and visit,32,procedure_occurrence,11,visit_detail_id,NULL,NULL,WARNING
CDM,C261,Completeness,check the missing value of specimen_datetime,36,specimen,6,specimen_datetime,NULL,NULL,WARNING
CDM,C262,Completeness,check the missing value of specimen element,36,specimen,7,quantity,NULL,NULL,WARNING
CDM,C262,Completeness,check the missing value of specimen element,36,specimen,8,unit_concept_id,NULL,NULL,WARNING
CDM,C262,Completeness,check the missing value of specimen element,36,specimen,9,anatomic_site_concept_id,NULL,NULL,WARNING
CDM,C262,Completeness,check the missing value of specimen element,36,specimen,10,disease_status_concept_id,NULL,NULL,WARNING
CDM,C263,Completeness,check the missing value of death_datetime,15,death,3,death_datetime,NULL,NULL,WARNING
CDM,C264,Completeness,check the missing value of death cause_concept_id,15,death,5,cause_concept_id,NULL,NULL,WARNING
CDM,C269,conformance-relation,Record dose not exist in other table: person_id,12,condition_era,2,person_id,NULL,NULL,ERROR
CDM,C269,conformance-relation,Record dose not exist in other table: person_id,13,condition_occurrence,2,person_id,NULL,NULL,ERROR
CDM,C269,conformance-relation,Record dose not exist in other table: person_id,15,death,1,person_id,NULL,NULL,ERROR
CDM,C269,conformance-relation,Record dose not exist in other table: person_id,16,device_exposure,2,person_id,NULL,NULL,ERROR
CDM,C269,conformance-relation,Record dose not exist in other table: person_id,18,dose_era,2,person_id,NULL,NULL,ERROR
CDM,C269,conformance-relation,Record dose not exist in other table: person_id,19,drug_era,2,person_id,NULL,NULL,ERROR
CDM,C269,conformance-relation,Record dose not exist in other table: person_id,20,drug_exposure,2,person_id,NULL,NULL,ERROR
CDM,C269,conformance-relation,Record dose not exist in other table: person_id,24,measurement,2,person_id,NULL,NULL,ERROR
CDM,C269,conformance-relation,Record dose not exist in other table: person_id,26,note,2,person_id,NULL,NULL,ERROR
CDM,C269,conformance-relation,Record dose not exist in other table: person_id,28,observation,2,person_id,NULL,NULL,ERROR
CDM,C269,conformance-relation,Record dose not exist in other table: person_id,29,observation_period,2,person_id,NULL,NULL,ERROR
CDM,C269,conformance-relation,Record dose not exist in other table: person_id,30,payer_plan_period,2,person_id,NULL,NULL,ERROR
CDM,C269,conformance-relation,Record dose not exist in other table: person_id,31,person,1,person_id,NULL,NULL,ERROR
CDM,C269,conformance-relation,Record dose not exist in other table: person_id,32,procedure_occurrence,2,person_id,NULL,NULL,ERROR
CDM,C269,conformance-relation,Record dose not exist in other table: person_id,36,specimen,2,person_id,NULL,NULL,ERROR
CDM,C269,conformance-relation,Record dose not exist in other table: person_id,37,visit_detail,2,person_id,NULL,NULL,ERROR
CDM,C269,conformance-relation,Record dose not exist in other table: person_id,38,visit_occurrence,2,person_id,NULL,NULL,ERROR
CDM,C270,conformance-relation,Record dose not exist in other table: provider_id,13,condition_occurrence,10,provider_id,NULL,NULL,ERROR
CDM,C270,conformance-relation,Record dose not exist in other table: provider_id,16,device_exposure,11,provider_id,NULL,NULL,ERROR
CDM,C270,conformance-relation,Record dose not exist in other table: provider_id,20,drug_exposure,17,provider_id,NULL,NULL,ERROR
CDM,C270,conformance-relation,Record dose not exist in other table: provider_id,24,measurement,14,provider_id,NULL,NULL,ERROR
CDM,C270,conformance-relation,Record dose not exist in other table: provider_id,26,note,11,provider_id,NULL,NULL,ERROR
CDM,C270,conformance-relation,Record dose not exist in other table: provider_id,28,observation,12,provider_id,NULL,NULL,ERROR
CDM,C270,conformance-relation,Record dose not exist in other table: provider_id,31,person,10,provider_id,NULL,NULL,ERROR
CDM,C270,conformance-relation,Record dose not exist in other table: provider_id,32,procedure_occurrence,9,provider_id,NULL,NULL,ERROR
CDM,C270,conformance-relation,Record dose not exist in other table: provider_id,33,provider,1,provider_id,NULL,NULL,ERROR
CDM,C270,conformance-relation,Record dose not exist in other table: provider_id,37,visit_detail,9,provider_id,NULL,NULL,ERROR
CDM,C270,conformance-relation,Record dose not exist in other table: provider_id,38,visit_occurrence,9,provider_id,NULL,NULL,ERROR
CDM,C271,conformance-relation,Record dose not exist in other table: care_site_id,2,care_site,1,care_site_id,NULL,NULL,ERROR
CDM,C271,conformance-relation,Record dose not exist in other table: care_site_id,31,person,11,care_site_id,NULL,NULL,ERROR
CDM,C271,conformance-relation,Record dose not exist in other table: care_site_id,33,provider,6,care_site_id,NULL,NULL,ERROR
CDM,C271,conformance-relation,Record dose not exist in other table: care_site_id,37,visit_detail,10,care_site_id,NULL,NULL,ERROR
CDM,C271,conformance-relation,Record dose not exist in other table: care_site_id,38,visit_occurrence,10,care_site_id,NULL,NULL,ERROR
CDM,C272,conformance-relation,Record dose not exist in other table: visit_detail_id,13,condition_occurrence,12,visit_detail_id,NULL,NULL,ERROR
CDM,C272,conformance-relation,Record dose not exist in other table: visit_detail_id,16,device_exposure,13,visit_detail_id,NULL,NULL,ERROR
